Year,Q1,Q2,Q3,Q4,Q1milU,Q2milU,Q3milU,Q4milU,ModelMake,Region,,,,,,,,,,,,,,,,,,
2011,4.23571754,4.86429385,5.305079727,4.452198178,4235717.54,4864293.85,5305079.727,4452198.178,Google,Canada,,,,,,,,,,,,,,,,,,
2012,9.676046213,9.158806162,6.799878049,7.029762516,9676046.213,9158806.162,6799878.049,7029762.516,Google,Canada,,,,,,,,,,,,,,,,,,
2013,15.77213183,12.35302143,10.31013598,11.15501268,15772131.83,12353021.43,10310135.98,11155012.68,Google,Canada,,,,,,,,,,,,,,,,,,
2014,13.55732548,11.61525122,9.351711872,10.43300356,13557325.48,11615251.22,9351711.872,10433003.56,Google,Canada,,,,,,,,,,,,,,,,,,
2015,14.48115991,11.89489126,9.242507463,9.343624733,14481159.91,11894891.26,9242507.463,9343624.733,Google,Canada,,,,,,,,,,,,,,,,,,
2016,17.38913024,11.90357819,9.338693105,10.58276701,17389130.24,11903578.19,9338693.105,10582767.01,Google,Canada,,,,,,,,,,,,,,,,,,
2017,17.80043842,11.54106852,9.328803018,10.61341762,17800438.42,11541068.52,9328803.018,10613417.62,Google,Canada,,,,,,,,,,,,,,,,,,
2018,16.03235063,10.82784984,8.563580975,9.722670991,16032350.63,10827849.84,8563580.975,9722670.991,Google,Canada,,,,,,,,,,,,,,,,,,
2010,2.522651597,2.525537927,2.424516409,4.069723973,2522651.597,2525537.927,2424516.409,4069723.973,Google,Africa,,,,,,,,,,,,,,,,,,
2011,4.561257403,5.238143508,5.712806378,4.794375854,4561257.403,5238143.508,5712806.378,4794375.854,Google,Africa,,,,,,,,,,,,,,,,,,
2012,8.645836543,8.183667095,6.075894309,6.281302953,8645836.543,8183667.095,6075894.309,6281302.953,Google,Africa,,,,,,,,,,,,,,,,,,
2013,10.81580549,8.471136206,7.070218944,7.649596681,10815805.49,8471136.206,7070218.944,7649596.681,Google,Africa,,,,,,,,,,,,,,,,,,
2014,11.46983771,9.826794131,7.911783015,8.826582926,11469837.71,9826794.131,7911783.015,8826582.926,Google,Africa,,,,,,,,,,,,,,,,,,
2015,19.65753945,16.14679318,12.54629851,12.68356077,19657539.45,16146793.18,12546298.51,12683560.77,Google,Africa,,,,,,,,,,,,,,,,,,
2016,22.44410996,15.36392068,12.05342947,13.65915277,22444109.96,15363920.68,12053429.47,13659152.77,Google,Africa,,,,,,,,,,,,,,,,,,
2017,23.06872961,14.95681077,12.08979405,13.75460848,23068729.61,14956810.77,12089794.05,13754608.48,Google,Africa,,,,,,,,,,,,,,,,,,
2018,23.12913522,15.62084119,12.35428459,14.02645047,23129135.22,15620841.19,12354284.59,14026450.47,Google,Africa,,,,,,,,,,,,,,,,,,
2010,1.730523799,1.732503804,1.663203651,2.791806129,1730523.799,1732503.804,1663203.651,2791806.129,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2011,4.431781321,5.089453303,5.550642369,4.65828246,4431781.321,5089453.303,5550642.369,4658282.46,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2012,8.534890886,8.078652118,5.997926829,6.200699615,8534890.886,8078652.118,5997926.829,6200699.615,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2013,9.890624568,7.746517631,6.465434432,6.995252362,9890624.568,7746517.631,6465434.432,6995252.362,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2014,11.64001334,9.972592263,8.029168519,8.957541129,11640013.34,9972592.263,8029168.519,8957541.129,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2015,14.65582303,12.03836034,9.353985075,9.456321962,14655823.03,12038360.34,9353985.075,9456321.962,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2016,13.95174403,9.550545291,7.492672375,8.490824696,13951744.03,9550545.291,7492672.375,8490824.696,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2017,16.09223491,10.43353997,8.433572594,9.594910277,16092234.91,10433539.97,8433572.594,9594910.277,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2018,10.97190252,7.410149371,5.860573899,6.653808962,10971902.52,7410149.371,5860573.899,6653808.962,Google,MiddleEast,,,,,,,,,,,,,,,,,,
2010,0.317231037,0.317594001,0.304890241,0.511780048,317231.0367,317594.0013,304890.2413,511780.0478,Google,Others,,,,,,,,,,,,,,,,,,
2011,0.492009112,0.565022779,0.616223235,0.517154897,492009.1116,565022.779,616223.2346,517154.8975,Google,Others,,,,,,,,,,,,,,,,,,
2012,1.687958922,1.597727856,1.186219512,1.226322208,1687958.922,1597727.856,1186219.512,1226322.208,Google,Others,,,,,,,,,,,,,,,,,,
2013,10.63958055,8.333113621,6.955021894,7.524959668,10639580.55,8333113.621,6955021.894,7524959.668,Google,Others,,,,,,,,,,,,,,,,,,
2014,7.101996443,6.084642063,4.898888395,5.465322365,7101996.443,6084642.063,4898888.395,5465322.365,Google,Others,,,,,,,,,,,,,,,,,,
2015,8.622006397,7.08215565,5.502940299,5.563144989,8622006.397,7082155.65,5502940.299,5563144.989,Google,Others,,,,,,,,,,,,,,,,,,
2016,9.200063091,6.297823344,4.940820189,5.599022082,9200063.091,6297823.344,4940820.189,5599022.082,Google,Others,,,,,,,,,,,,,,,,,,
2017,8.36540783,5.423784666,4.384119086,4.987830343,8365407.83,5423784.666,4384119.086,4987830.343,Google,Others,,,,,,,,,,,,,,,,,,
2018,3.586383648,2.422154088,1.915644654,2.174929245,3586383.648,2422154.088,1915644.654,2174929.245,Google,Others,,,,,,,,,,,,,,,,,,
2010,0.01899587,0.019017605,0.018256901,0.030645512,18995.87046,19017.60487,18256.90067,30645.51185,LG,UK,,,,,,,,,,,,,,,,,,
2011,0.062888383,0.072220957,0.078765376,0.066102506,62888.38269,72220.95672,78765.37585,66102.50569,LG,UK,,,,,,,,,,,,,,,,,,
2012,0.309062901,0.29254172,0.217195122,0.224537869,309062.9012,292541.7202,217195.122,224537.8691,LG,UK,,,,,,,,,,,,,,,,,,
2013,0.385492049,0.301924407,0.251993547,0.272643466,385492.0489,301924.4065,251993.5469,272643.4662,LG,UK,,,,,,,,,,,,,,,,,,
2014,0.771462872,0.660951534,0.532147621,0.59367719,771462.8724,660951.534,532147.6212,593677.1899,LG,UK,,,,,,,,,,,,,,,,,,
2015,1.984808102,1.63033049,1.266791045,1.28065032,1984808.102,1630330.49,1266791.045,1280650.32,LG,UK,,,,,,,,,,,,,,,,,,
2016,2.763388914,1.891653898,1.484055881,1.681757548,2763388.914,1891653.898,1484055.881,1681757.548,LG,UK,,,,,,,,,,,,,,,,,,
2017,2.282926183,1.480154976,1.196429445,1.361182708,2282926.183,1480154.976,1196429.445,1361182.708,LG,UK,,,,,,,,,,,,,,,,,,
2018,1.960353774,1.323974057,1.047110849,1.188838443,1960353.774,1323974.057,1047110.849,1188838.443,LG,UK,,,,,,,,,,,,,,,,,,
2010,3.690897631,3.695120626,3.547315801,5.954422952,3690897.631,3695120.626,3547315.801,5954422.952,LG,US,,,,,,,,,,,,,,,,,,
2011,6.118669704,7.02667426,7.663407745,6.431384966,6118669.704,7026674.26,7663407.745,6431384.966,LG,US,,,,,,,,,,,,,,,,,,
2012,12.38629012,11.72417202,8.704512195,8.998786906,12386290.12,11724172.02,8704512.195,8998786.906,LG,US,,,,,,,,,,,,,,,,,,
2013,16.03646923,12.56005531,10.48293155,11.3419682,16036469.23,12560055.31,10482931.55,11341968.2,LG,US,,,,,,,,,,,,,,,,,,
2014,16.20072032,13.87998221,11.17510004,12.46722099,16200720.32,13879982.21,11175100.04,12467220.99,LG,US,,,,,,,,,,,,,,,,,,
2015,24.81804051,20.38565245,15.83995522,16.0132516,24818040.51,20385652.45,15839955.22,16013251.6,LG,US,,,,,,,,,,,,,,,,,,
2016,29.57163137,20.24300361,15.88120775,17.99685669,29571631.37,20243003.61,15881207.75,17996856.69,LG,US,,,,,,,,,,,,,,,,,,
2017,20.46651305,13.26964111,10.72603181,12.20305057,20466513.05,13269641.11,10726031.81,12203050.57,LG,US,,,,,,,,,,,,,,,,,,
2018,30.89456761,20.8654206,16.5021423,18.73572524,30894567.61,20865420.6,16502142.3,18735725.24,LG,US,,,,,,,,,,,,,,,,,,
2010,8.948954575,8.959193654,8.600825907,14.43710063,8948954.575,8959193.654,8600825.907,14437100.63,LG,China,,,,,,,,,,,,,,,,,,
2011,16.73200911,19.21502278,20.95622323,17.5871549,16732009.11,19215022.78,20956223.23,17587154.9,LG,China,,,,,,,,,,,,,,,,,,
2012,37.85624305,35.83261018,26.60361789,27.50301027,37856243.05,35832610.18,26603617.89,27503010.27,LG,China,,,,,,,,,,,,,,,,,,
2013,48.8803918,38.28401475,31.95278175,34.57119152,48880391.8,38284014.75,31952781.75,34571191.52,LG,China,,,,,,,,,,,,,,,,,,
2014,49.04461761,42.01902179,33.83050245,37.74215429,49044617.61,42019021.79,33830502.45,37742154.29,LG,China,,,,,,,,,,,,,,,,,,
2015,67.22942004,55.22255437,42.90874627,43.37818763,67229420.04,55222554.37,42908746.27,43378187.63,LG,China,,,,,,,,,,,,,,,,,,
2016,75.08329878,51.39762055,40.32288418,45.69458315,75083298.78,51397620.55,40322884.18,45694583.15,LG,China,,,,,,,,,,,,,,,,,,
2017,73.22924755,47.47881729,38.37777529,43.66255302,73229247.55,47478817.29,38377775.29,43662553.02,LG,China,,,,,,,,,,,,,,,,,,
2018,65.77062893,44.41984277,35.13097484,39.88599057,65770628.93,44419842.77,35130974.84,39885990.57,LG,China,,,,,,,,,,,,,,,,,,
2010,1.753318844,1.755324929,1.685111932,2.828580743,1753318.844,1755324.929,1685111.932,2828580.743,LG,Canada,,,,,,,,,,,,,,,,,,
2011,4.23571754,4.86429385,5.305079727,4.452198178,4235717.54,4864293.85,5305079.727,4452198.178,LG,Canada,,,,,,,,,,,,,,,,,,
2012,9.676046213,9.158806162,6.799878049,7.029762516,9676046.213,9158806.162,6799878.049,7029762.516,LG,Canada,,,,,,,,,,,,,,,,,,
2013,15.77213183,12.35302143,10.31013598,11.15501268,15772131.83,12353021.43,10310135.98,11155012.68,LG,Canada,,,,,,,,,,,,,,,,,,
2014,13.55732548,11.61525122,9.351711872,10.43300356,13557325.48,11615251.22,9351711.872,10433003.56,LG,Canada,,,,,,,,,,,,,,,,,,
2015,19.24469936,15.80768443,12.28280597,12.4171855,19244699.36,15807684.43,12282805.97,12417185.5,LG,Canada,,,,,,,,,,,,,,,,,,
2016,17.38913024,11.90357819,9.338693105,10.58276701,17389130.24,11903578.19,9338693.105,10582767.01,LG,Canada,,,,,,,,,,,,,,,,,,
2017,17.80043842,11.54106852,9.328803018,10.61341762,17800438.42,11541068.52,9328803.018,10613417.62,LG,Canada,,,,,,,,,,,,,,,,,,
2018,16.03235063,10.82784984,8.563580975,9.722670991,16032350.63,10827849.84,8563580.975,9722670.991,LG,Canada,,,,,,,,,,,,,,,,,,
2010,2.522651597,2.525537927,2.424516409,4.069723973,2522651.597,2525537.927,2424516.409,4069723.973,LG,Africa,,,,,,,,,,,,,,,,,,
2011,4.561257403,5.238143508,5.712806378,4.794375854,4561257.403,5238143.508,5712806.378,4794375.854,LG,Africa,,,,,,,,,,,,,,,,,,
2012,8.645836543,8.183667095,6.075894309,6.281302953,8645836.543,8183667.095,6075894.309,6281302.953,LG,Africa,,,,,,,,,,,,,,,,,,
2013,14.12002305,11.05905969,9.230163632,9.986540678,14120023.05,11059059.69,9230163.632,9986540.678,LG,Africa,,,,,,,,,,,,,,,,,,
2014,17.14235883,14.68673188,11.82463317,13.19185638,17142358.83,14686731.88,11824633.17,13191856.38,LG,Africa,,,,,,,,,,,,,,,,,,
2015,26.00892537,21.36385075,16.60002985,16.78164179,26008925.37,21363850.75,16600029.85,16781641.79,LG,Africa,,,,,,,,,,,,,,,,,,
2016,22.44410996,15.36392068,12.05342947,13.65915277,22444109.96,15363920.68,12053429.47,13659152.77,LG,Africa,,,,,,,,,,,,,,,,,,
2017,23.06872961,14.95681077,12.08979405,13.75460848,23068729.61,14956810.77,12089794.05,13754608.48,LG,Africa,,,,,,,,,,,,,,,,,,
2018,23.12913522,15.62084119,12.35428459,14.02645047,23129135.22,15620841.19,12354284.59,14026450.47,LG,Africa,,,,,,,,,,,,,,,,,,
2010,1.730523799,1.732503804,1.663203651,2.791806129,1730523.799,1732503.804,1663203.651,2791806.129,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2011,4.431781321,5.089453303,5.550642369,4.65828246,4431781.321,5089453.303,5550642.369,4658282.46,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2012,8.534890886,8.078652118,5.997926829,6.200699615,8534890.886,8078652.118,5997926.829,6200699.615,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2013,9.890624568,7.746517631,6.465434432,6.995252362,9890624.568,7746517.631,6465434.432,6995252.362,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2014,11.64001334,9.972592263,8.029168519,8.957541129,11640013.34,9972592.263,8029168.519,8957541.129,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2015,14.65582303,12.03836034,9.353985075,9.456321962,14655823.03,12038360.34,9353985.075,9456321.962,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2016,13.95174403,9.550545291,7.492672375,8.490824696,13951744.03,9550545.291,7492672.375,8490824.696,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2017,16.09223491,10.43353997,8.433572594,9.594910277,16092234.91,10433539.97,8433572.594,9594910.277,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2018,10.97190252,7.410149371,5.860573899,6.653808962,10971902.52,7410149.371,5860573.899,6653808.962,LG,MiddleEast,,,,,,,,,,,,,,,,,,
2010,0.330528146,0.330906325,0.317670072,0.533231906,330528.1461,330906.3247,317670.0717,533231.9061,LG,Others,,,,,,,,,,,,,,,,,,
2011,0.850842825,0.977107062,1.065649203,0.894328018,850842.8246,977107.0615,1065649.203,894328.0182,LG,Others,,,,,,,,,,,,,,,,,,
2012,1.838528027,1.740248181,1.29203252,1.335712452,1838528.027,1740248.181,1292032.52,1335712.452,LG,Others,,,,,,,,,,,,,,,,,,
2013,5.055452869,3.959522932,3.304715372,3.575524314,5055452.869,3959522.932,3304715.372,3575524.314,LG,Others,,,,,,,,,,,,,,,,,,
2014,5.093923966,4.3642241,3.51373944,3.920015562,5093923.966,4364224.1,3513739.44,3920015.562,LG,Others,,,,,,,,,,,,,,,,,,
2015,4.84293177,3.978006397,3.090970149,3.12478678,4842931.77,3978006.397,3090970.149,3124786.78,LG,Others,,,,,,,,,,,,,,,,,,
2016,7.29602073,4.99442767,3.918269491,4.440250113,7296020.73,4994427.67,3918269.491,4440250.113,LG,Others,,,,,,,,,,,,,,,,,,
2017,6.705097879,4.34730832,3.513988581,3.997879282,6705097.879,4347308.32,3513988.581,3997879.282,LG,Others,,,,,,,,,,,,,,,,,,
2018,3.206470126,2.165569969,1.712716195,1.944534198,3206470.126,2165569.969,1712716.195,1944534.198,LG,Others,,,,,,,,,,,,,,,,,,
2010,0,0,0,0,0,0,0,0,Unknown,UK,,,,,,,,,,,,,,,,,,
2011,0,0,0,0,0,0,0,0,Unknown,UK,,,,,,,,,,,,,,,,,,
2012,2.345708173,2.220316645,1.648455285,1.704184852,2345708.173,2220316.645,1648455.285,1704184.852,Unknown,UK,,,,,,,,,,,,,,,,,,
2013,2.279910118,1.785667204,1.490361835,1.612491357,2279910.118,1785667.204,1490361.835,1612491.357,Unknown,UK,,,,,,,,,,,,,,,,,,
2014,3.709828813,3.178399289,2.559004002,2.854888839,3709828.813,3178399.289,2559004.002,2854888.839,Unknown,UK,,,,,,,,,,,,,,,,,,
2015,3.842588486,3.156319829,2.452507463,2.479339019,3842588.486,3156319.829,2452507.463,2479339.019,Unknown,UK,,,,,,,,,,,,,,,,,,
2016,5.96487607,4.083204146,3.203388914,3.630135196,5964876.07,4083204.146,3203388.914,3630135.196,Unknown,UK,,,,,,,,,,,,,,,,,,
2017,3.560087684,2.308213703,1.865760604,2.122683524,3560087.684,2308213.703,1865760.604,2122683.524,Unknown,UK,,,,,,,,,,,,,,,,,,
2018,2.735377358,1.84740566,1.461084906,1.65884434,2735377.358,1847405.66,1461084.906,1658844.34,Unknown,UK,,,,,,,,,,,,,,,,,,
2010,1.922382091,1.924581613,1.847598348,3.101325799,1922382.091,1924581.613,1847598.348,3101325.799,Unknown,US,,,,,,,,,,,,,,,,,,
2011,4.557558087,5.233895216,5.708173121,4.790487472,4557558.087,5233895.216,5708173.121,4790487.472,Unknown,US,,,,,,,,,,,,,,,,,,
2012,7.829593496,7.411056911,5.502276423,5.688292683,7829593.496,7411056.911,5502276.423,5688292.683,Unknown,US,,,,,,,,,,,,,,,,,,
2013,11.75200046,9.204381194,7.682203273,8.311730814,11752000.46,9204381.194,7682203.273,8311730.814,Unknown,US,,,,,,,,,,,,,,,,,,
2014,10.57357937,9.058923966,7.29355269,8.13686972,10573579.37,9058923.966,7293552.69,8136869.72,Unknown,US,,,,,,,,,,,,,,,,,,
2015,13.94129211,11.45144136,8.897940299,8.995287846,13941292.11,11451441.36,8897940.299,8995287.846,Unknown,US,,,,,,,,,,,,,,,,,,
2016,11.32315457,7.751167192,6.081009464,6.891104101,11323154.57,7751167.192,6081009.464,6891104.101,Unknown,US,,,,,,,,,,,,,,,,,,
2017,12.40443108,8.042520392,6.500878874,7.396076672,12404431.08,8042520.392,6500878.874,7396076.672,Unknown,US,,,,,,,,,,,,,,,,,,
2018,9.057138365,6.116965409,4.837814465,5.492617925,9057138.365,6116965.409,4837814.465,5492617.925,Unknown,US,,,,,,,,,,,,,,,,,,
2010,5.742451641,5.749021952,5.519061074,9.264138231,5742451.641,5749021.952,5519061.074,9264138.231,Unknown,China,,,,,,,,,,,,,,,,,,
2011,11.87850569,13.64126424,14.87738952,12.48559681,11878505.69,13641264.24,14877389.52,12485596.81,Unknown,China,,,,,,,,,,,,,,,,,,
2012,25.21636286,23.86840394,17.72089431,18.31998716,25216362.86,23868403.94,17720894.31,18319987.16,Unknown,China,,,,,,,,,,,,,,,,,,
2013,32.18307905,25.20637474,21.03786126,22.76183452,32183079.05,25206374.74,21037861.26,22761834.52,Unknown,China,,,,,,,,,,,,,,,,,,
2014,32.79851712,28.10016007,22.6240996,25.24001112,32798517.12,28100160.07,22624099.6,25240011.12,Unknown,China,,,,,,,,,,,,,,,,,,
2015,43.26881663,35.54120469,27.61604478,27.91817697,43268816.63,35541204.69,27616044.78,27918176.97,Unknown,China,,,,,,,,,,,,,,,,,,
2016,42.66402884,29.20529067,22.91237494,25.96469581,42664028.84,29205290.67,22912374.94,25964695.81,Unknown,China,,,,,,,,,,,,,,,,,,
2017,38.92149674,25.23508972,20.39786705,23.20673736,38921496.74,25235089.72,20397867.05,23206737.36,Unknown,China,,,,,,,,,,,,,,,,,,
2018,35.30156447,23.84179638,18.85611242,21.40830778,35301564.47,23841796.38,18856112.42,21408307.78,Unknown,China,,,,,,,,,,,,,,,,,,
2010,1.753318844,1.755324929,1.685111932,2.828580743,1753318.844,1755324.929,1685111.932,2828580.743,Unknown,Canada,,,,,,,,,,,,,,,,,,
2011,3.125922551,3.589806378,3.915102506,3.285683371,3125922.551,3589806.378,3915102.506,3285683.371,Unknown,Canada,,,,,,,,,,,,,,,,,,
2012,4.128763372,3.908057338,2.901504065,2.999595635,4128763.372,3908057.338,2901504.065,2999595.635,Unknown,Canada,,,,,,,,,,,,,,,,,,
2013,6.960884997,5.451892141,4.550283475,4.923162019,6960884.997,5451892.141,4550283.475,4923162.019,Unknown,Canada,,,,,,,,,,,,,,,,,,
2014,5.615795909,4.811338373,3.873721654,4.32162072,5615795.909,4811338.373,3873721.654,4321620.72,Unknown,Canada,,,,,,,,,,,,,,,,,,
2015,4.954081023,4.069304904,3.161910448,3.196503198,4954081.023,4069304.904,3161910.448,3196503.198,Unknown,Canada,,,,,,,,,,,,,,,,,,
2016,8.964164038,6.136340694,4.814132492,5.455457413,8964164.038,6136340.694,4814132.492,5455457.413,Unknown,Canada,,,,,,,,,,,,,,,,,,
2017,11.41463091,7.400774878,5.982147227,6.80591354,11414630.91,7400774.878,5982147.227,6805913.54,Unknown,Canada,,,,,,,,,,,,,,,,,,
2018,9.953734277,6.722503931,5.316725629,6.036350236,9953734.277,6722503.931,5316725.629,6036350.236,Unknown,Canada,,,,,,,,,,,,,,,,,,
2010,6.701743099,6.709410998,6.441034558,10.81173658,6701743.099,6709410.998,6441034.558,10811736.58,Unknown,Africa,,,,,,,,,,,,,,,,,,
2011,12.25583599,14.07458998,15.34998178,12.88221185,12255835.99,14074589.98,15349981.78,12882211.85,Unknown,Africa,,,,,,,,,,,,,,,,,,
2012,23.92463843,22.64572957,16.81313008,17.38153402,23924638.43,22645729.57,16813130.08,17381534.02,Unknown,Africa,,,,,,,,,,,,,,,,,,
2013,31.33499654,24.54214105,20.48347546,22.1620189,31334996.54,24542141.05,20483475.46,22162018.9,Unknown,Africa,,,,,,,,,,,,,,,,,,
2014,28.736992,24.62044464,19.82249889,22.11447532,28736992,24620444.64,19822498.89,22114475.32,Unknown,Africa,,,,,,,,,,,,,,,,,,
2015,41.47455011,34.06738593,26.47086567,26.76046908,41474550.11,34067385.93,26470865.67,26760469.08,Unknown,Africa,,,,,,,,,,,,,,,,,,
2016,46.97761154,32.15811627,25.22894998,28.58987832,46977611.54,32158116.27,25228949.98,28589878.32,Unknown,Africa,,,,,,,,,,,,,,,,,,
2017,33.38180873,21.64338499,17.49464315,19.90372757,33381808.73,21643384.99,17494643.15,19903727.57,Unknown,Africa,,,,,,,,,,,,,,,,,,
2018,39.9972956,27.0131761,21.36430818,24.25599057,39997295.6,27013176.1,21364308.18,24255990.57,Unknown,Africa,,,,,,,,,,,,,,,,,,
2010,1.920482504,1.922679852,1.845772658,3.098261248,1920482.504,1922679.852,1845772.658,3098261.248,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2011,4.431781321,5.089453303,5.550642369,4.65828246,4431781.321,5089453.303,5550642.369,4658282.46,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2012,10.11982884,9.578866068,7.111747967,7.352175866,10119828.84,9578866.068,7111747.967,7352175.866,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2013,14.57159945,11.41274257,9.525356073,10.30592302,14571599.45,11412742.57,9525356.073,10305923.02,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2014,16.14399511,13.83138284,11.13597154,12.42356825,16143995.11,13831382.84,11135971.54,12423568.25,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2015,21.34065672,17.52931343,13.62053731,13.76955224,21340656.72,17529313.43,13620537.31,13769552.24,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2016,25.74669671,17.62467778,13.82705723,15.66905813,25746696.71,17624677.78,13827057.23,15669058.13,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2017,26.10198817,16.92345024,13.67945555,15.56317292,26101988.17,16923450.24,13679455.55,15563172.92,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2018,18.73733491,12.65472877,10.0084316,11.36308373,18737334.91,12654728.77,10008431.6,11363083.73,Unknown,MiddleEast,,,,,,,,,,,,,,,,,,
2010,0.955492284,0.956585525,0.918322104,1.541469246,955492.2843,956585.5249,918322.1039,1541469.246,Unknown,Others,,,,,,,,,,,,,,,,,,
2011,0.743562642,0.853906606,0.931284738,0.78156492,743562.6424,853906.6059,931284.738,781564.9203,Unknown,Others,,,,,,,,,,,,,,,,,,
2012,5.682002567,5.378267009,3.99304878,4.128042362,5682002.567,5378267.009,3993048.78,4128042.362,Unknown,Others,,,,,,,,,,,,,,,,,,
2013,11.05811477,8.660917262,7.228614888,7.820972574,11058114.77,8660917.262,7228614.888,7820972.574,Unknown,Others,,,,,,,,,,,,,,,,,,
2014,15.8717141,13.59810582,10.94815474,12.21403513,15871714.1,13598105.82,10948154.74,12214035.13,Unknown,Others,,,,,,,,,,,,,,,,,,
2015,29.96266311,24.61146908,19.12347761,19.33269723,29962663.11,24611469.08,19123477.61,19332697.23,Unknown,Others,,,,,,,,,,,,,,,,,,
2016,26.85879225,18.38595313,14.42429923,16.345863,26858792.25,18385953.13,14424299.23,16345863,Unknown,Others,,,,,,,,,,,,,,,,,,
2017,33.86074429,21.95390701,17.74564233,20.18929038,33860744.29,21953907.01,17745642.33,20189290.38,Unknown,Others,,,,,,,,,,,,,,,,,,
2018,36.18296384,24.43707154,19.32690645,21.94282429,36182963.84,24437071.54,19326906.45,21942824.29,Unknown,Others,,,,,,,,,,,,,,,,,,
